path,SUTD,[50.004]
maximal,NUS,['MA3252']
flow,NUS,"['MA3252', 'MA3252', 'CS4234']"
flow,NTU,['CZ2002']
flow,SUSS,"['FIN203', 'BUS107']"
flow,SUTD,"[50.012, 50.033]"
flow,SIT,['CSC1009']
minimum,NUS,['MA3252']
minimum,NTU,['CZ2001']
salesman,NUS,['MA3252']
postman,NUS,['MA3252']
mathematical,NUS,['MA4270']
mathematical,NTU,"['MH2802', 'MH3511', 'MH3511']"
mathematical,SMU,['STAT201']
mathematical,SUTD,"[40.319, 40.319, 50.035, 50.05]"
mathematical,SIT,"['CSC1002', 'CSC3004']"
modelling,NUS,['MA4270']
modelling,NTU,['MH2802']
modelling,SMU,"['DSA211', 'DSA303', 'IS105', 'IS112', 'IS415']"
modelling,SUSS,"['ANL307', 'ANL307', 'ANL317', 'ICT330']"
modelling,SUTD,"[50.021, 50.052]"
modelling,SIT,"['CSC3004', 'CSC3005']"
scale,NUS,['MA4270']
scale,SUSS,['MKT390']
scale,SUTD,"[50.003, 50.003, 50.003, 50.003, 50.003, 50.041]"
dimensionality,NUS,['MA4270']
dimensionality,SUTD,"[40.319, 40.319]"
dimensionality,SIT,['CSC3009']
kernel,NUS,['MA4270']
kernel,SUTD,[40.319]
pattern,NUS,"['MA4270', 'CS4243']"
pattern,NTU,"['CZ1003', 'CZ2002', 'CZ4032', 'CZ4032', 'CZ4032', 'CZ4032']"
pattern,SMU,['DSA303']
pattern,SUSS,['ANL317']
pattern,SUTD,"[50.001, 50.038]"
sparse,NUS,['MA4270']
dictionary,NUS,['MA4270']
experimental,NUS,['ST3232']
one,NUS,['ST3232']
way,NUS,"['ST3232', 'ST3232']"
way,NTU,"['CZ2002', 'MH3511']"
two,NUS,['ST3232']
two,NTU,"['MH3511', 'MH3511']"
layout,NUS,['ST3232']
comparison,NUS,['ST3232']
factorial,NUS,"['ST3232', 'ST3232', 'ST3232']"
k,NUS,['ST3232']
k,NTU,['CZ4041']
blocking,NUS,['ST3232']
confounding,NUS,['ST3232']
fractional,NUS,['ST3232']
nested,NUS,['ST3232']
time,NUS,"['ST4253', 'ST4253', 'CS4234']"
time,NTU,"['CZ1007', 'CZ1007', 'CZ2001', 'CZ2001']"
time,SUSS,"['FIN203', 'ANL317']"
time,SUTD,"[40.319, 40.319, 50.038, 50.052]"
time,SIT,['CSC2008']
stationary,NUS,['ST4253']
stationary,SMU,"['DSA301', 'DSA301', 'ECON233', 'ECON233']"
arima,NUS,"['ST4253', 'ST4253']"
forecasting,NUS,['ST4253']
forecasting,SMU,"['DSA301', 'ECON233', 'ECON233', 'ECON233', 'ECON233']"
forecasting,SUSS,"['ANL317', 'ANL317', 'BUS107', 'BUS352']"
survey,NUS,"['ST3239', 'ST3239', 'ST3239']"
survey,SUSS,['MKT371']
planning,NUS,['ST3239']
planning,SMU,['CS420']
planning,SUSS,"['FIN203', 'BUS102', 'BUS357']"
planning,SIT,['ICT2101']
questionnaire,NUS,['ST3239']
questionnaire,SUSS,['MKT390']
construction,NUS,['ST3239']
construction,NTU,['CZ2006']
construction,SUSS,['ANL307']
collection,NUS,['ST3239']
collection,NTU,['CZ1007']
collection,SUSS,['MKT365']
collection,SIT,['DCM1112']
source,NUS,['ST3239']
source,NTU,"['CC0001', 'HW0218']"
source,SUTD,[50.005]
source,SIT,['ICT3210/ICT3110']
error,NUS,['ST3239']
error,NTU,"['CZ2002', 'MH3511', 'MH3511']"
error,SMU,"['DSA301', 'ECON233', 'ECON233']"
error,SUTD,"[50.012, 50.05, 50.053]"
idea,NUS,['ST3239']
idea,NTU,['ML0004']
idea,SUSS,"['BUS357', 'BUS357', 'BUS357', 'ECO202']"
idea,SUTD,"[50.003, 50.003]"
stratified,NUS,['ST3239']
systematic,NUS,['ST3239']
systematic,NTU,"['CZ1007', 'CZ2001']"
systematic,SUTD,"[50.001, 50.003, 50.003, 50.046, 50.053, 50.053]"
replicated,NUS,['ST3239']
cluster,NUS,['ST3239']
cluster,NTU,"['CZ4032', 'CZ4032']"
cluster,SMU,['DSA211']
quota,NUS,['ST3239']
size,NUS,['ST3239']
size,NTU,"['CZ2006', 'CZ2006', 'MH3500']"
determination,NUS,['ST3239']
determination,NTU,['CC0005']
multivariate,NUS,"['ST4250', 'ST4250', 'ST4234']"
multivariate,NTU,['MH2100']
normal,NUS,['ST4250']
hotelling,NUS,['ST4250']
wishart,NUS,['ST4250']
canonical,NUS,['ST4250']
correlation,NUS,['ST4250']
correlation,NTU,"['MH3511', 'MH3511']"
factor,NUS,"['ST4250', 'CS3243']"
factor,SUTD,[50.012]
discrimination,NUS,['ST4250']
pseudorandom,NUS,['ST3247']
generation,NUS,['ST3247']
generation,SUTD,"[50.003, 50.04, 50.042, 50.053, 50.053, 50.053, 50.053]"
simulating,NUS,['ST3247']
simulated,NUS,"['ST3247', 'ST3247']"
monte,NUS,"['ST3247', 'ST4231']"
monte,SMU,['DSA201']
carlo,NUS,"['ST3247', 'ST4231']"
carlo,SMU,['DSA201']
annealing,NUS,['ST3247']
software,NUS,"['ST3248', 'ST4248']"
software,NTU,"['CZ2006', 'CZ2006', 'CZ2006', 'CZ2006', 'CZ2006', 'CZ2006', 'CZ2006', 'CZ2006', 'CZ2006', 'CZ2006']"
software,SUSS,"['ANL201', 'ANL355']"
software,SUTD,"[50.001, 50.001, 50.002, 50.003, 50.003, 50.003, 50.003, 50.003, 50.003, 50.003, 50.003, 50.003, 50.003, 50.003, 50.003, 50.003, 50.003, 50.003, 50.003, 50.003, 50.003, 50.003, 50.003, 50.005, 50.041, 50.041, 50.049, 50.049, 50.049, 50.053, 50.053, 50.053, 50.053, 50.053, 50.053, 50.053, 50.053, 50.053, 50.053]"
software,SIT,"['CSC1009', 'CSC1009', 'ICT2101', 'ICT2101', 'ICT2101', 'ICT2101', 'ICT2101', 'CSC2008', 'CSC3004', 'CSC3004', 'ICT3210/ICT3110']"
package,NUS,"['ST3248', 'ST4248']"
package,SMU,['ECON245']
package,SUSS,['ANL201']
resampling,NUS,['ST3248']
resampling,SMU,['DSA211']
regularisation,NUS,['ST3248']
empirical,NUS,"['ST4231', 'ST4231']"
empirical,SUTD,"[50.038, 50.045]"
plug,NUS,['ST4231']
bootstrap,NUS,"['ST4231', 'ST4231', 'ST4231']"
bootstrap,SMU,['DSA201']
standard,NUS,['ST4231']
standard,NTU,['MH3511']
standard,SUTD,"[50.003, 50.003, 40.319]"
deviation,NUS,['ST4231']
deviation,NTU,['MH3511']
bias,NUS,['ST4231']
jack,NUS,['ST4231']
knife,NUS,['ST4231']
el,NUS,['ST4231']
missing,NUS,"['ST4231', 'ST4234']"
em,NUS,['ST4231']
em,SMU,['DSA201']
bayesian,NUS,"['ST4234', 'ST4234', 'CS5340 ']"
bayesian,SUTD,[50.007]
bayes,NUS,"['ST4234', 'CS3243']"
bayes,NTU,"['MH2500', 'MH2500', 'CZ4041']"
bayes,SMU,['IS460']
bayes,SUTD,[50.007]
',NUS,"['ST4234', 'CS3243']"
',NTU,"['MH2100', 'MH2100']"
prior,NUS,['ST4234']
predictive,NUS,['ST4234']
predictive,NTU,"['CZ4032', 'CZ4032']"
predictive,SMU,['DSA301']
predictive,SUSS,"['ANL307', 'ANL307']"
approximation,NUS,"['ST4234', 'CS4234']"
posterior,NUS,['ST4234']
simulation,NUS,"['ST4234', 'ST4234']"
simulation,SMU,['COR1305']
simulation,SUSS,"['BUS107', 'BUS107', 'BUS352']"
simulation,SUTD,"[50.002, 50.052]"
hierarchical,NUS,['ST4234']
hierarchical,NTU,['CZ1007']
mixture,NUS,['ST4234']
mixture,SUTD,[40.319]
non,NUS,"['ST4248', 'CS3243']"
non,SMU,"['ACCT420', 'DSA301', 'ECON233']"
non,SUSS,['ANL355']
non,SUTD,"[50.007, 50.046]"
smoothing,NUS,['ST4248']
based,NUS,"['ST4248', 'CS3243']"
based,NTU,"['CC0005', 'CZ3005', 'MH3500']"
based,SMU,['DSA211']
based,SUTD,"[50.002, 50.004, 50.04, 50.04, 50.021, 50.037, 50.045, 50.045, 50.045, 50.046, 50.053, 50.053]"
based,SIT,"['ICT1004', 'CSC3005']"
support,NUS,['ST4248']
support,NTU,"['CC0002', 'CZ4041']"
support,SMU,"['CS421', 'IS460']"
support,SUSS,['BUS352']
support,SUTD,"[50.002, 50.007, 50.043, 50.041]"
ensemble,NUS,['ST4248']
ensemble,NTU,['CZ4041']
parallel,NUS,"['CS3210', 'CS3210', 'CS3210', 'CS3210', 'CS3210', 'CS3210', 'CS3210', 'CS3210', 'CS3210', 'CS3210', 'CS4224', 'CS4231', 'CS4231']"
parallel,SUTD,"[50.041, 50.046, 50.049, 50.049, 50.049, 50.049, 50.049]"
parallel,SIT,['CSC2003']
computing,NUS,"['CS3210', 'CS3210', 'CS4224', 'CS4225', 'CS4231', 'CS4231']"
computing,SUTD,"[10.014, 50.005, 50.005, 50.046, 50.046, 50.046, 50.046, 50.049, 50.049, 50.049, 50.049]"
computing,SIT,"['CSC3004', 'CSC3004', 'CSC3004', 'Edge Computing and Analytics']"
parallelism,NUS,"['CS3210', 'CS3210']"
parallelism,SUTD,[50.049]
architecture,NUS,"['CS3210', 'CS3210', 'CS3210', 'CS3210']"
architecture,SUSS,['ENG233']
architecture,SUTD,"[50.002, 50.012, 50.033, 50.046, 50.046, 50.049, 50.049, 50.049, 50.049, 50.049, 50.049]"
architecture,SIT,"['ICT1004', 'ICT2101', 'CSC3004', 'CSC3004', 'ICT3210/ICT3110']"
new,NUS,['CS3210']
new,NTU,['ML0004']
new,SUTD,[50.002]
shared,NUS,['CS3210']
memory,NUS,"['CS3210', 'CS3210', 'CS3223']"
memory,NTU,"['CZ1003', 'CZ1007', 'CZ1007', 'CZ1007']"
memory,SUTD,"[50.002, 50.035, 50.049, 50.051, 50.051]"
memory,SIT,['CSC2003']
distributed,NUS,"['CS3210', 'CS4224', 'CS4224', 'CS4224', 'CS4224', 'CS4231', 'CS4231']"
distributed,SMU,['STAT201']
distributed,SUTD,"[50.038, 50.038, 50.038, 50.037, 50.037, 50.037, 50.037, 50.041, 50.041, 50.041, 50.041, 50.041, 50.041, 50.041, 50.041, 50.041, 50.041, 50.041, 50.041, 50.041, 50.041, 50.041, 50.041, 50.045, 50.046]"
distributed,SIT,"['CSC3004', 'CSC3004', 'CSC3004', 'CSC3004', 'CSC3004', 'CSC3004', 'CSC3005']"
interconnection,NUS,['CS3210']
topology,NUS,['CS3210']
communication,NUS,['CS3210']
communication,NTU,"['CC0001', 'CC0001', 'CC0001', 'CC0002', 'MH2802', 'HW0218', 'HW0218']"
communication,SMU,['IS428']
communication,SUSS,"['ANL201', 'ENG233']"
communication,SUTD,"[50.049, 50.05]"
communication,SIT,['CSC2003']
performance,NUS,"['CS3210', 'CS4225']"
performance,SUTD,"[50.002, 50.002, 50.002, 50.005, 50.039, 50.039, 50.039]"
scalability,NUS,['CS3210']
scalability,SIT,"['CSC3005', 'CSC3005']"
grid,NUS,['CS3210']
cloud,NUS,"['CS3210', 'CS4224']"
cloud,SUSS,"['ANL303', 'ANL305', 'ANL307']"
cloud,SUTD,"[50.046, 50.046, 50.046, 50.046, 50.046, 50.046, 50.046, 50.046, 50.046]"
cloud,SIT,"['CSC3004', 'CSC3004', 'ICT3210/ICT3110', 'CSC3005']"
gpgpu,NUS,['CS3210']
database,NUS,"['CS3223', 'CS3223', 'CS4224']"
database,NTU,"['CZ2007', 'CZ2007', 'HW0218']"
database,SMU,"['DSA212', 'DSA212', 'IS105', 'IS105', 'IS105', 'IS105', 'IS112', 'IS112', 'IS112', 'IS112', 'IS424']"
database,SUSS,"['ICT233', 'ICT233', 'ICT330', 'ICT330', 'ICT330', 'ICT330', 'ICT330', 'ICT330', 'ICT330', 'ICT330', 'ICT330']"
database,SUTD,"[50.043, 50.043, 50.043, 50.043, 50.043, 50.043, 50.043, 50.043, 50.043, 50.043, 50.043]"
database,SIT,"['CSC1001', 'ICT1004', 'CSC2008', 'CSC2008', 'CSC2008']"
management,NUS,"['CS3223', 'CS3223', 'CS4224', 'CS4224', 'CS4224']"
management,NTU,"['CZ1007', 'CZ2006', 'CZ2007', 'CZ2007']"
management,SMU,"['COR1305', 'IS105', 'IS112', 'OPIM326']"
management,SUSS,"['ANL201', 'FIN203', 'MKT202e', 'ACC353', 'ACC353', 'BUS102', 'BUS102', 'BUS102', 'BUS107', 'BUS353', 'BUS353', 'ICT330', 'ICT330']"
management,SUTD,"[50.043, 50.043, 50.046, 50.051]"
management,SIT,"['CSC2003', 'ICT4005', 'ICT4005']"
relational,NUS,['CS3223']
relational,NTU,"['CC0005', 'CZ2007', 'CZ2007', 'CZ2007']"
relational,SMU,"['IS105', 'IS112', 'IS424']"
relational,SUSS,"['ICT233', 'ICT330', 'ICT330']"
relational,SUTD,[50.043]
relational,SIT,"['CSC2008', 'CSC2008', 'CSC2008']"
access,NUS,['CS3223']
access,SIT,"['CSC3005', 'CSC3005']"
query,NUS,"['CS3223', 'CS4224']"
query,NTU,"['CZ2007', 'CZ2007']"
query,SUTD,[50.043]
processing,NUS,"['CS3223', 'CS3223', 'CS4224', 'CS4248', 'CS4248', 'CS5340 ']"
processing,NTU,"['CZ2007', 'CZ4032']"
processing,SMU,"['CS420', 'CS420']"
processing,SUSS,"['BME363', 'MKT365']"
processing,SUTD,"[50.038, 50.04, 50.04, 50.045, 50.045]"
processing,SIT,"['CSC3004', 'CSC3005', 'Natural Language Processing']"
multi,NUS,['CS3223']
multi,SMU,['CS420']
multi,SUTD,[50.049]
user,NUS,['CS3223']
user,SUTD,"[50.001, 50.005, 50.006, 50.006, 50.006, 50.006, 50.006, 50.006, 50.044, 50.052]"
environment,NUS,"['CS3223', 'CS4224']"
environment,SUTD,[50.041]
transaction,NUS,"['CS3223', 'CS4224', 'CS4231']"
transaction,NTU,['CZ2007']
concurrency,NUS,['CS3223']
concurrency,NTU,['CZ2007']
concurrency,SUSS,['ICT330']
concurrency,SUTD,"[50.002, 50.003, 50.049]"
control,NUS,['CS3223']
control,NTU,"['CZ1003', 'CZ2007']"
control,SMU,['OPIM326']
control,SUTD,"[40.319, 50.012, 50.012, 50.012]"
control,SIT,"['ICT1002', 'CSC1009']"
recovery,NUS,['CS3223']
recovery,SUSS,['ICT330']
analytical,NUS,['CS3223']
analytical,NTU,"['MH1805', 'MH2802', 'MH2802']"
analytical,SMU,['IS1702']
analytical,SUSS,"['BUS105', 'ACC353', 'ACC353']"
column,NUS,['CS3223']
store,NUS,['CS3223']
store,SIT,"['CSC3005', 'CSC3005']"
analysing,NUS,['CS3230']
analysing,NTU,"['CZ1003', 'MH2802']"
analysing,SUSS,['MKT365']
lower,NUS,"['CS3230', 'CS3230']"
bound,NUS,"['CS3230', 'CS3230', 'CS3230', 'CS4234']"
bound,NTU,"['CZ1007', 'CZ2001', 'MH3500']"
argument,NUS,['CS3230']
argument,NTU,"['CZ1003', 'MH1812', 'MH1812', 'HW0218']"
average,NUS,['CS3230']
average,SMU,"['DSA301', 'ECON233']"
case,NUS,['CS3230']
case,NTU,"['CZ1007', 'CZ2001']"
np,NUS,"['CS3230', 'CS3230', 'CS4234']"
np,NTU,['CZ2001']
np,SUTD,"[50.004, 50.004]"
upper,NUS,['CS3230']
recurrence,NUS,['CS3230']
recurrence,NTU,"['MH1812', 'MH1812', 'CZ1007', 'CZ2001']"
prune,NUS,['CS3230']
search,NUS,"['CS3230', 'CS3243', 'CS3243', 'CS3243', 'CS4234']"
search,NTU,"['CZ1007', 'CZ1007', 'CZ1007', 'CZ1007', 'CZ1007', 'CZ3005']"
search,SMU,"['CS420', 'IS105']"
search,SUTD,"[50.021, 50.045]"
dynamic,NUS,['CS3230']
dynamic,NTU,"['CZ1007', 'CZ1007']"
dynamic,SUSS,['ANL355']
dynamic,SUTD,"[50.004, 50.004, 50.004]"
branch,NUS,['CS3230']
traversal,NUS,['CS3230']
traversal,NTU,"['CZ1007', 'CZ1007', 'CZ1007', 'CZ1007', 'CZ2001', 'CZ2001']"
randomised,NUS,['CS3230']
amortized,NUS,['CS3230']
artificial,NUS,['CS3243']
artificial,NTU,"['CZ3005', 'CZ3005', 'CC0007', 'CZ4041']"
artificial,SMU,"['CS420', 'CS420', 'CS421', 'IS460']"
artificial,SUSS,['BME363']
artificial,SUTD,"[50.04, 50.021, 50.021, 50.021, 50.05]"
artificial,SIT,['Artificial Intelligence in Business and Society']
intelligence,NUS,['CS3243']
intelligence,NTU,"['CZ3005', 'CZ3005', 'CC0007']"
intelligence,SMU,"['CS420', 'CS420', 'CS421', 'IS417', 'IS417', 'IS417', 'IS417', 'IS424', 'IS424', 'IS424', 'IS460', 'MKTG228']"
intelligence,SUSS,['BME363']
intelligence,SUTD,"[50.04, 50.021, 50.021, 50.021, 50.05]"
intelligence,SIT,['Artificial Intelligence in Business and Society']
turing,NUS,['CS3243']
blind,NUS,['CS3243']
deepening,NUS,['CS3243']
production,NUS,['CS3243']
production,NTU,['CC0006']
heuristic,NUS,"['CS3243', 'CS4234']"
heuristic,NTU,['CZ2001']
heuristic,SUTD,"[50.006, 50.006, 50.006]"
minimax,NUS,['CS3243']
alpha,NUS,['CS3243']
beta,NUS,['CS3243']
predicate,NUS,['CS3243']
predicate,NTU,"['MH1812', 'MH1812']"
logic,NUS,['CS3243']
logic,NTU,['MH1812']
logic,SUTD,"[50.002, 50.05]"
resolution,NUS,['CS3243']
resolution,NTU,"['CZ1007', 'CZ2001']"
refutation,NUS,['CS3243']
monotonic,NUS,['CS3243']
reasoning,NUS,['CS3243']
reasoning,NTU,"['MH1805', 'CC0002', 'CC0002', 'MH2802', 'CZ3005', 'CZ3005', 'CZ3005']"
reasoning,SUTD,"[50.003, 50.003, 40.319, 40.319, 50.021]"
assumption,NUS,['CS3243']
truth,NUS,['CS3243']
truth,NTU,"['MH1812', 'MH1812', 'MH1812', 'MH1812']"
truth,SUTD,[50.039]
maintenance,NUS,['CS3243']
maintenance,NTU,['CZ2006']
maintenance,SIT,['ICT2101']
inheritance,NUS,['CS3243']
inheritance,NTU,"['CZ2002', 'CZ2002']"
inheritance,SUTD,[50.001]
inheritance,SIT,['CSC1009']
hierarchy,NUS,['CS3243']
hierarchy,NTU,['CZ2002']
hierarchy,SUTD,[50.002]
certainly,NUS,['CS3243']
natural,NUS,"['CS3243', 'CS4248', 'CS5340 ']"
natural,SMU,['CS420']
natural,SUSS,['MKT365']
natural,SUTD,[50.04]
natural,SIT,['Natural Language Processing']
replication,NUS,['CS4224']
peer,NUS,"['CS4224', 'CS4224']"
mining,NUS,"['CS4225', 'CS5340 ']"
mining,NTU,"['CZ4041', 'CZ4032', 'CZ4032', 'CZ4032', 'CZ4032', 'CZ4032', 'CZ4032', 'CZ4032', 'CZ4032', 'CZ4032']"
mining,SMU,"['DSA306', 'IS424', 'IS424', 'IS424', 'IS424', 'IS424', 'IS424', 'IS424', 'IS424', 'IS424', 'IS460']"
mining,SUSS,"['ANL303', 'ANL303', 'ANL303', 'ANL303', 'ANL305', 'ANL310', 'ANL310', 'ANL312', 'ANL312', 'ANL312', 'ANL488']"
visualization,NUS,['CS4225']
visualization,NTU,"['CZ4032', 'CZ4032']"
visualization,SMU,"['DSA212', 'MKTG228', 'OPIM326']"
visualization,SUSS,['MKT365']
warehousing,NUS,['CS4225']
warehousing,SMU,"['IS417', 'IS417', 'IS417', 'IS417', 'IS417']"
apache,NUS,['CS4225']
apache,SUTD,[50.043]
hadoop,NUS,['CS4225']
spark,NUS,['CS4225']
spark,SUTD,"[50.038, 50.038, 50.043, 50.043]"
spark,SIT,['CSC3005']
mutual,NUS,['CS4231']
exclusion,NUS,['CS4231']
wait,NUS,['CS4231']
free,NUS,"['CS4231', 'CS4248']"
synchronization,NUS,['CS4231']
synchronization,SUTD,[50.002]
global,NUS,['CS4231']
global,NTU,"['CC0003', 'CC0003', 'CC0006']"
global,SUTD,"[50.017, 50.017]"
state,NUS,['CS4231']
state,SUTD,"[50.002, 50.043, 50.043, 50.021]"
snapshot,NUS,['CS4231']
message,NUS,['CS4231']
message,NTU,"['CZ2002', 'CZ2002']"
ordering,NUS,['CS4231']
consensus,NUS,['CS4231']
consensus,SUTD,"[50.037, 50.037]"
fault,NUS,['CS4231']
tolerance,NUS,['CS4231']
stabilization,NUS,['CS4231']
hard,NUS,['CS4234']
local,NUS,['CS4234']
local,NTU,"['CC0003', 'CC0003']"
local,SUTD,[50.012]
randomized,NUS,['CS4234']
candidate,NUS,['CS4234']
complexity,NUS,['CS4234']
complexity,NTU,"['CZ1007', 'CZ1007', 'CZ1007', 'CZ1007', 'CZ1007', 'CZ1007', 'CZ1007', 'CZ2001', 'CZ2001', 'CZ2001', 'CZ2001', 'CZ2001', 'CZ2001', 'CZ2001', 'CZ2001', 'CZ2001', 'CZ2001', 'CZ2001', 'CZ3005']"
complexity,SUTD,"[50.004, 50.004, 50.005, 50.005]"
complexity,SIT,['ICT1008']
convergence,NUS,['CS4234']
approximability,NUS,['CS4234']
vision,NUS,"['CS4243', 'CS4243', 'CS4243']"
vision,NTU,['CZ4041']
vision,SUTD,"[50.035, 50.035, 50.035, 50.035, 50.035, 50.035]"
vision,SIT,['Computer Vision and Deep Learning']
handling,NUS,"['CS4243', 'CS4243']"
handling,NTU,"['CZ2002', 'CZ2002', 'CZ2002', 'ML0004']"
handling,SIT,['CSC1009']
image,NUS,"['CS4243', 'CS4243']"
image,SMU,['CS420']
image,SUTD,"[50.035, 50.035, 50.035, 50.035, 50.039, 50.045]"
video,NUS,['CS4243']
video,SUTD,"[50.035, 50.035, 50.017, 50.045]"
geometrical,NUS,"['CS4243', 'CS4243']"
recognition,NUS,['CS4243']
recognition,NTU,['CZ1003']
recognition,SUTD,"[50.035, 50.035, 50.035, 50.04]"
contrast,NUS,['CS4243']
contrast,NTU,['CZ2001']
stretch,NUS,['CS4243']
histogram,NUS,['CS4243']
histogram,NTU,['MH3511']
equalization,NUS,['CS4243']
noise,NUS,['CS4243']
noise,NTU,['CC0006']
removal,NUS,['CS4243']
removal,SUTD,[50.003]
color,NUS,['CS4243']
affine,NUS,['CS4243']
transform,NUS,['CS4243']
vanishing,NUS,['CS4243']
camera,NUS,"['CS4243', 'CS4243']"
projection,NUS,['CS4243']
homography,NUS,['CS4243']
calibration,NUS,['CS4243']
rotation,NUS,['CS4243']
rotation,NTU,['MH2802']
representation,NUS,['CS4243']
representation,NTU,"['MH1812', 'CZ1007', 'CZ1007', 'CZ2001', 'CZ3005', 'CZ3005']"
representation,SUTD,"[50.045, 50.051]"
quaternion,NUS,['CS4243']
epipolar,NUS,['CS4243']
binocular,NUS,['CS4243']
stereo,NUS,['CS4243']
motion,NUS,['CS4243']
human,NUS,['CS4248']
human,SUTD,"[50.006, 50.006, 50.052]"
deep,NUS,['CS4248']
deep,SMU,"['ACCT420', 'CS421', 'IS460']"
deep,SUTD,"[40.319, 40.319, 50.038, 50.035, 50.035, 50.039, 50.039, 50.039, 50.039, 50.039, 50.039, 50.039, 50.039, 50.039, 50.039, 50.039, 50.04, 50.04, 50.045, 50.045, 50.045]"
deep,SIT,"['CSC3009', 'Computer Vision and Deep Learning']"
regular,NUS,['CS4248']
expression,NUS,['CS4248']
expression,NTU,"['CZ1007', 'CZ1007', 'CZ2002', 'MH3511']"
word,NUS,"['CS4248', 'CS4248']"
word,SUTD,"[50.04, 50.045, 50.045]"
edit,NUS,['CS4248']
gram,NUS,['CS4248']
part,NUS,['CS4248']
part,SUTD,[50.04]
speech,NUS,['CS4248']
speech,SUTD,[50.04]
tagging,NUS,['CS4248']
tagging,SUTD,[50.04]
feed,NUS,['CS4248']
forward,NUS,['CS4248']
embedding,NUS,['CS4248']
convolutional,NUS,['CS4248']
convolutional,SMU,['IS460']
convolutional,SUTD,"[40.319, 50.035, 50.035, 50.035, 50.035, 50.035, 50.035, 50.035, 50.035, 50.039, 50.021]"
recurrent,NUS,['CS4248']
recurrent,SMU,['IS460']
recurrent,SUTD,"[40.319, 50.035, 50.035, 50.039, 50.039, 50.039, 50.039]"
attention,NUS,['CS4248']
attention,SUTD,[50.039]
transformer,NUS,['CS4248']
context,NUS,['CS4248']
grammar,NUS,['CS4248']
syntactic,NUS,['CS4248']
syntactic,SUTD,[50.04]
parsing,NUS,['CS4248']
parsing,SUTD,"[50.04, 50.04, 50.051]"
semantics,NUS,['CS4248']
semantics,NTU,['CZ1003']
discourse,NUS,['CS4248']
probabilistic,NUS,['CS5340 ']
probabilistic,NTU,['CZ3005']
probabilistic,SMU,['CS420']
probabilistic,SUTD,"[50.007, 50.021, 50.021, 50.021]"
using,NUS,['CS5340 ']
using,NTU,['MH2802']
using,SUTD,"[50.035, 50.05]"
medical,NUS,['CS5340 ']
medical,SUSS,['BME363']
informatics,NUS,['CS5340 ']
informatics,SUSS,['BME363']
bioinformatics,NUS,['CS5340 ']
bioinformatics,SUSS,['BME363']
analytics,NUS,['MA4230']
analytics,NTU,"['CC0007', 'CZ4032', 'CZ4032', 'CZ4032', 'CZ4032', 'CZ4032']"
analytics,SMU,"['ACCT420', 'IS417', 'IS417', 'IS428', 'IS428', 'IS428', 'IS460', 'MKTG228', 'MKTG228']"
analytics,SUSS,"['ANL252', 'ANL252', 'ANL303', 'ANL310', 'ANL310', 'ACC353', 'ACC353', 'BME363', 'BUS352', 'BUS352', 'MKT365', 'MKT371']"
analytics,SUTD,"[50.001, 50.038, 50.043, 50.046, 50.05]"
analytics,SIT,"['CSC1006', 'ICT3210/ICT3110', 'CSC3005', 'Edge Computing and Analytics']"
singular,NUS,['MA4230']
singular,SMU,['IS460']
decomposition,NUS,['MA4230']
decomposition,NTU,['CZ1003']
decomposition,SMU,['IS460']
qr,NUS,['MA4230']
factorization,NUS,['MA4230']
factorization,SUTD,[40.319]
conditioning,NUS,['MA4230']
stability,NUS,['MA4230']
stability,SMU,['ECON233']
process,NTU,"['CZ1003', 'MH1805', 'CC0001', 'CC0001', 'CC0001', 'CZ2006']"
process,SMU,"['IS424', 'STAT201']"
process,SUSS,"['ANL303', 'ACC353', 'BUS357']"
process,SUTD,"[50.002, 50.002, 50.003, 50.044]"
process,SIT,"['PHE2019', 'ICT2101', 'ICT2101']"
characteristic,NTU,"['CZ1003', 'MH1812']"
characteristic,SUSS,['BUS357']
characteristic,SUTD,"[50.002, 50.002]"
breaking,NTU,['CZ1003']
internal,NTU,"['CZ1003', 'CZ1003']"
level,NTU,['CZ1003']
c,NTU,"['CZ1003', 'CZ1003', 'CZ1007', 'CZ1007', 'CZ1007', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2001', 'CZ2001']"
c,SUTD,"[50.038, 50.017, 50.017, 50.017, 50.017, 50.033, 50.051, 50.051, 50.051]"
c,SIT,['CSC2003']
java,NTU,"['CZ1003', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002', 'CZ2002']"
java,SIT,"['ICT1008', 'CSC1009', 'CSC1009']"
organization,NTU,['CZ1003']
processor,NTU,['CZ1003']
processor,SUTD,"[50.049, 50.049, 50.049]"
instruction,NTU,['CZ1003']
instruction,SUTD,"[50.002, 50.002]"
iteration,NTU,['CZ1003']
loop,NTU,"['CZ1003', 'MH3511']"
abstraction,NTU,['CZ1003']
abstraction,SUTD,"[50.003, 50.003]"
library,NTU,['CZ1003']
library,SUSS,['ANL252']
library,SUTD,"[50.001, 50.046, 50.049]"
looking,NTU,['CZ1003']
similarity,NTU,"['CZ1003', 'MH2802']"
previous,NTU,['CZ1003']
similar,NTU,['CZ1003']
analyzing,NTU,['CZ1003']
analyzing,SMU,['DSA303']
analyzing,SUTD,[50.003]
effective,NTU,"['CZ1003', 'CC0002', 'HW0218']"
effective,SUSS,"['ANL201', 'ANL201', 'BUS352']"
resource,NTU,"['CZ1003', 'CZ2001']"
